"unique_reserve","closed_n","closed_mean","closed_sd","closed_se","open_n","open_mean","open_sd","open_se","es","var","variable","mpa_area","mpa_year_founded","mpa_isolation","mpa_compliance","Average.of.set_latitude","Average.of.set_longitude","Min.of.set_date","mpa_age","region_name","location_name","site","location_id","trip_year","PI","Average.of.depth","Average.of.visibility","Average.of.substrate_relief_mean","Average.of.set_productivity_2017ave","Average.of.hard_coral","Average.of.unconsolidated","Average.of.macroalgae","Average.of.soft_coral","Average.of.consolidated","Average.of.local_population_2010","Average.of.local_population_2015","Average.of.population_proporationaldifference_2010.15","Live_Coral","Shark_Protection_Status","Shark_fishing_restrictions","Shark_fishing_restrictions_cat","Shark_gears","Average.of.set_productivity_2017ave.1","Average.of.local_population_2010.1","Average.of.local_population_2015.1","Average.of.population_proporationaldifference_2010.15.1","Average.of.Grav_NC","Average.of.Grav_Total","Average.of.Grav_Cities","Average.of.Grav_NP","trip_id","Fisheries_Management","Unique_ID","FP_location_name","CoastLength","FP_location_code","EPI","Ehealth","EcoVitality","EPI_location_name","TradeHub","GINI_location_name","GINI_year","GINI","HDI_location_name","HDI_year","HDI","WGI_location_name","Voice_Accountability_year","Voice_Accountability","Government_Effectiveness_year","Government_Effectiveness","Regulatory_Quality_year","Regulatory_Quality","Rule_of_Law_year","Rule_of_Law","Control_Corruption_year","Control_Corruption","GDP_location_name","GDP_year","GDP_per_capita_USD","Population_location_name","Population_year","Population","SAUP_EEZ_name","Catch_year","Total_catch_tonnes","Total_catch_reported_only","Total_catch_value","Reef_catch_tonnes","Reef_catch_value","Tuna_catch_tonnes","Tuna_catch_value","Reefshark_catch_tonnes","Reefshark_catch_value","Shark_catch_tonnes","Shark_catch_value","Bechedemer_catch_tonnes","Bechedemer_catch_value","colin_SAUP_reef_sharks_catch_2016.2014","tax_haven","Shark_Sanctuary","log_mpa_area","log_GDP_per_capita_USD","sqrt_mpa_age","sqrt_Average.of.depth","sqrt_live_coral","log_Average.of.Grav_NC","log_Average.of.Grav_NP","log_Grav_Total_Plus_min","log_Reefshark_catch_tonnes","log_Average.of.local_population_2015","response"
"Apo",53,0.293018867924528,0.743623107871341,0.102144489462484,36,0.01,0.1,0.01,3.37765190959657,2.89929524581813,"sharks",34,2007,"<20km to next reef","medium",12.67387734,120.4580086,"16/01/2016",9.046575342,"Coral Triangle","Philippines","Apo",74,2016,"Simpfendorfer",17.53263158,6.936842105,0.931065263,0.178489481,19.36842105,38.21052632,1.042105263,3.736842105,37.34736842,2177680.737,2441516.48,0.122067971,23.10526316,"Restricted","Species","Limited","Hook & Line; Longline; Drumline; Gillnet; Spear; Trap",0.178551116,2180889.977,2444842.348,0.121948052,49.07530156,248.06744976,60.49660375,1.217628828,"FP_2016_PH_01","Ineffective",52,"Philippines",36289,"PH",57.65,55.64,58.99,"Philippines",1,"Philippines",2015,40.1,"Philippines",2015,0.682,"Philippines",2016,0.143323645,2016,-0.012589766,2016,-0.004051456,2016,-0.395716161,2016,-0.528784275,"Philippines",2016,2951.071929,"Philippines",2016,103320222,"Philippines","2009-2014",2047134.095,873926.0578,2702195154,307193.9999,728075810.2,209017.9654,259626421.2,84.22986061,122014.9757,2977.747608,6021153.131,0,0,"15628.5883",1,0,3.52636052461616,7.98992374909523,3.00775254002054,4.18719853601426,4.8067934384577,3.89335588502393,0.19690538392911,5.51370068402524,4.43354949745234,14.7081299124099,3.37765190959657
"Ashmore",27,1.40740740740741,1.44805597159298,0.278678501666951,98,0.979591836734694,2.29288272091955,0.231616131489668,0.362368580924792,0.0951118976491028,"sharks",583,2004,">20km to next reef","high",-12.22433922,123.0826365,"22/01/2016",12.07945205,"Indian Ocean","Australia-Indian Ocean","Ashmore",85,2016,"Meekan",19.42765152,9.356060606,2.136990038,0.164999435,21.65900383,33.53639847,1.398467433,3.494252874,38.76245211,0.081597572,0.081603517,7.49e-05,25.1532567,"Restricted","Size; Bag; Entrants; Species","Extensive","Hook & Line",0.16499991,0.082526194,0.082531705,6.89e-05,1.260021378,1.357234083,0.219600401,1.0000841,"FP_2016_AU-I_02","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,6.36818718635049,10.8148725806984,3.47555061105431,4.40768096849125,5.01530225410194,0.231128687486121,8.40964637932933e-05,0.305448866344714,6.92890972255499,-2.50588291745068,0.362368580924792
"Balls Pyramid",12,5.91666666666667,2.93747985163948,0.847977391541577,12,4.91666666666667,3.3967453227875,0.980555913239984,0.185142433135596,0.0603150170275155,"sharks",856.5,2004,"<20km to next reef","high",-31.79475968,159.2624991,"27/04/2013",9.326027397,"Pacific","Australia-Pacific","Lord Howe",73,2013,"Heupel",34.259375,10,1.824028125,0.181074545,9.34375,24.1875,1.46875,12.4375,51.1875,499.7960972,499.9230837,0.000254077,21.78125,"Restricted","Gear; Species; Bag","Moderate","Hook & Line",0.181074545,499.7960972,499.9230837,0.000254077,1.107324457,0.03448276,0,1.031271439,"HE_2013_AU-P_01","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,6.75285431776417,10.8148725806984,3.0538545147076,5.85315086086118,4.66703867564862,0.101946706536621,0.0307924477839918,-3.36729578998647,6.92890972255499,6.21445425398874,0.185142433135596
"Bazaruto",41,0.536585365853659,0.95125078122464,0.148560413003327,28,0.285714285714286,0.534522483824849,0.101015254455221,0.630233355149376,0.201652892561983,"sharks",1430,2001,"continuous","low",-21.53956912,35.49372786,"12/08/2016",15.62191781,"Indian Ocean","Mozambique","Bazaruto",69,2016,"Meekan",16.12380952,9.855421687,1.506359036,0.21050818,15.13253012,32.42168675,5.879518072,0.638554217,41.57831325,380350.4541,412790.9038,0.08539146,15.77108434,"Restricted","Species","Limited","Hook & Line; Seine",0.210909662,380263.803,412665.8025,0.085315874,1.504029729,27.01999001,4.614949248,1.00139151,"FP_2016_MZ_01","Ineffective",44,"Mozambique",1235,"MZ",46.37,46.36,46.37,"Mozambique",0,"Mozambique",2014,54,"Mozambique",2015,0.418,"Mozambique",2016,-0.393606186,2016,-0.852751672,2016,-0.704601526,2016,-1.018081427,2016,-0.865561306,"Mozambique",2016,382.0693304,"Mozambique",2016,28829476,"Mozambique","2009-2014",160413.1229,144032.9983,218804921,27614.30729,89099910.82,4639.631511,12628003.64,23.21207303,21003.15717,962.0229822,1778054.532,0,0,"10856.60043",0,0,7.26542972325395,5.9456020853324,3.95245718635889,4.01544636622132,3.97128245532851,0.408147991954631,0.00139054274715058,3.29657696280586,3.14467253254089,12.9306964575385,0.630233355149376
"Bird Cay",18,1.55555555555556,2.14811058490184,0.506314520440897,32,1.40625,2.94967876873223,0.521434464923136,0.100906165308446,0.243433416377304,"sharks",15.5,2012,">20km to next reef","medium",16.99517614,-77.80689636,"9/05/2017",5.35,"Western Atlantic","Jamaica","Pedro Bank",7,2017,"Chapman",10.72,8.227272727,3.022454545,0.10473346,5,27.5,0.909090909,41.18181818,24.45454545,74385.03462,75563.27949,0.015917409,46.18,"Open","Area","Limited","Hook & Line; Drumline; Longline; Seine; Gillnet; Trawl; Spear; Trap",0.10473346,74385.03462,75563.27949,0.015917409,1.059787274,15.67448276,8.314234262,1.000018844,"FP_2017_JM_01","Ineffective",32,"Jamaica PB",0,"JM",58.58,68.48,51.98,"Jamaica",0,"Jamaica",2004,45.5,"Jamaica",2015,0.73,"Jamaica",2016,0.685919404,2016,0.412154436,2016,0.163832545,2016,-0.251835763,2016,-0.16090095,"Jamaica",2016,4878.575791,"Jamaica",2016,2881355,"Jamaica","2009-2014",33552.15714,15711.5237,54248456.52,9735.157339,28389544.31,68.21416724,94506.66016,1,0,838.6138235,1229407.865,0,0,"7789.302507",1,0,2.7408400239252,8.49260861014527,2.31300670124408,3.27414110874898,6.7955868032128,0.0580682030784052,1.88438224540248e-05,2.7520340882074,0,11.2327257231352,0.100906165308446
"Buccoo",26,0.423076923076923,1.06482212310139,0.20882879939228,21,0.428571428571429,1.12122382116278,0.244671096736479,-0.0129034048359078,0.56956228956229,"sharks",5.85,1973,"continuous","medium",11.18440733,-60.8373121,"5/11/2016",43.8739726,"Western Atlantic","Trinidad and Tobago","Buccoo",11,2016,"Chapman",13.05479452,5.219178082,0.959698611,2.773316496,3.888888889,40.34722222,1.805555556,14.75,36.95833333,1376114.83,1412930.044,0.026753935,18.63888889,"Open","Area","Limited","Hook & Line; Drumline; Longline; Seine; Gllnet; Spear; Trap",2.773898493,1374002.477,1410789.62,0.026773156,1.691844669,77.40761709,4.516163307,1.303237386,"FP_2016_TT_04","None",68,"Trinidad and Tobago",362,"TT",67.36,81.44,57.96,"Trinidad and Tobago",1,"",NA,-999,"Trinidad and Tobago",2015,0.78,"Trinidad and Tobago",2016,0.601268888,2016,0.223157614,2016,0.086597867,2016,-0.162937313,2016,-0.261942238,"Trinidad and Tobago",2016,16040.52424,"Trinidad and Tobago",2016,1364962,"Trinidad & Tobago","2009-2014",20253.52975,13896.3353,43773003.74,6605.029101,23715466.96,518.6824755,1624479.146,2.245112294,1324.493477,1109.842774,947988.5406,0,0,"#N/A",1,0,1.76644166124377,9.68287356417819,6.62374309586355,3.61314191805415,4.31727794912489,0.525819453778371,0.264851465739514,4.34908518776904,0.808755539542388,14.1611761515946,-0.0129034048359078
"Bundegi",6,0.333333333333333,0.516397779494322,0.210818510677892,10,0.3,0.674948557710553,0.213437474581095,0.105360515657826,0.906172839506173,"sharks",11.86,2005,"continuous","high",-21.86584586,114.1672208,"14/05/2014",9.369863014,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2014,"Harvey",8.238888889,2,1.2234375,0.361872727,7.875,68.4375,15.3125,0,2.0625,4963.383836,4963.66161,5.6e-05,7.875,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.361872727,4964.370915,4964.648622,5.59e-05,1.119033523,15.34698276,0,3.10291029,"LH_2014_AU-I_02","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,2.47317139356958,10.8148725806984,3.06102319723324,2.87034647542766,2.80624304008046,0.112465386879269,1.13234047431677,2.73091889184574,6.92890972255499,8.50989897518543,0.105360515657826
"Caye Caulker",81,0.37037037037037,0.641179468722378,0.0712421631913754,80,0.1125,0.35556159892895,0.0397529952696824,1.19155028432738,0.161863259884357,"sharks",15.45,1998,"continuous","high",17.7070037,-88.00565109,"19/04/2013",15.30684932,"Western Atlantic","Belize","Belize",1,2013,"Chapman",7.654581006,6.622222222,1.866944444,0.307028569,0,37.31111111,0,44.02222222,17.86666667,619005.4745,705754.9086,0.141661197,44.02222222,"Restricted","Temporal; Entrants; Species","Moderate","Hook & Line; Drumline; Longline; Seine; Gillnet; Spear; Trap",0.306119686,617090.1151,703438.6589,0.141430309,5.977566137,77.76740201,24.25100361,1.04286216,"LC_2013_BZ_01","Effective",8,"Belize",386,"BZ",57.79,65.09,52.93,"Belize",0,"Belize",1999,53.3,"Belize",2015,0.706,"Belize",2016,0.669242859,2016,-0.676089704,2016,-0.51242882,2016,-0.86176306,2016,-0.24498421,"Belize",2016,4744.736397,"Belize",2016,366954,"Belize","2009-2014",7728.410136,4666.049394,12594139.11,2746.67807,8934483.472,1.001695353,1192.01747,430.5054577,233838.1408,1666.799394,1109651.277,0,0,"7242.997333",1,0,2.73760900334375,8.4647911556547,3.91239687659624,2.76669134635579,6.6349244321243,1.78801348461368,0.0419690100463637,4.35372234607968,6.06496000137163,13.4670233012456,1.19155028432738
"Cloates",13,1,0.912870929175277,0.253184841770917,9,1.22222222222222,0.97182531580755,0.32394177193585,-0.200670695462151,0.134350497986862,"sharks",447.52,2005,"continuous","high",-22.71622083,113.6690833,"20/08/2015",10.63835616,"Indian Ocean","Australia-Indian Ocean","Ningaloo",85,2015,"Harvey",10.17647059,4.818181818,3.152824242,0.315544118,28.6969697,5.878787879,19.93939394,0.606060606,44.48484848,2706.454488,2706.499064,4.88e-05,29.3030303,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.315796753,2622.940155,2622.986413,5.12e-05,1.143243964,0.248768474,0,1.005137502,"LH_2015_AU-I_06","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,6.10372122945365,10.8148725806984,3.26164930058399,3.19005808567806,5.41322734604783,0.133869803856982,0.0051243500627701,-1.39123263836443,6.92890972255499,7.90341122040287,-0.200670695462151
"Conception",31,1.16129032258065,1.29349073424199,0.232317793992368,44,0.5,0.762492851663023,0.114950122467926,0.842678914530909,0.0928746987532517,"sharks",109.8,1964,">20km to next reef","medium",23.82183578,-75.11207156,"10/05/2016",52.39178082,"Western Atlantic","Bahamas","Conception",3,2016,"Chapman",10.80326531,9.092783505,0.339362887,0.2472417,0,64.60824742,1.804123711,8.773195876,24.26804124,14106.94502,17072.79853,0.203811857,8.773195876,"Closed","Area; Gear; Species","Moderate","Hook & Line",0.232377593,14123.81219,17119.94173,0.20715915,1.433931077,4.67448276,1.798865237,1.244352675,"FP_2016_BS_03","Effective",6,"Bahamas",3542,"BS",54.99,73.68,42.52,"Bahamas",0,"Bhamas, The",NA,-999,"Bahamas",2015,0.792,"Bahamas, The",2016,0.940302491,2016,0.717308939,2016,0.257599503,2016,0.229195848,2016,1.134529352,"Bahamas, The",2016,28785.47767,"Bahamas, The",2016,391232,"Bahamas","2009-2014",22395.47123,13990.31702,130562982.5,12757.0943,112422331.1,1285.714685,1884857.728,1,0,153.1136563,127228.8611,0,0,"75.32366572",1,1,4.69866052907543,10.267626291379,7.23821668783133,3.28683210858115,2.96195811516638,0.360419677563487,0.218615454942087,1.54211851704745,0,9.74524174669789,0.842678914530909
"Corals Rosario and San Bernardo",95,0.115789473684211,0.321669775653338,0.0330026226340413,99,0.0101010101010101,0.100503781525921,0.0101010101010101,2.43913823133242,1.08123791102515,"sharks",1200,1985,"<20km to next reef","medium",10.20705827,-75.74709158,"23/09/2016",31.74794521,"Western Atlantic","Colombia","Colombia",109,2016,"Heithaus",12.30792079,6.689119171,2.235215625,0.20287842,32.48186528,34.08290155,0.896373057,7.243523316,21.86528497,4968929.414,5614596.1,0.129195284,39.7253886,"Restricted","Gear","Limited","Hook & Line; Spear; Trap; Gillnet; Seine; Longline; Cyanide; Blast",0.202870862,4966150.103,5611162.266,0.129133794,46.42043093,203.37116616,103.3073331,1.002604614,"FP_2016_CO_01","Ineffective",14,"Colombia",3208,"CO",65.22,71.05,61.33,"Colombia",0,"Columbia",2017,49.7,"Colombia",2015,0.727,"Colombia",2016,0.095835842,2016,0.023041973,2016,0.401921898,2016,-0.316749752,2016,-0.337096721,"Colombia",2016,5805.605385,"Colombia",2016,48653419,"Colombia (Caribbean)","2009-2014",10592.83226,6898.783105,22755335.42,1547.240161,7471053.994,248.0895507,363699.2813,7.494342404,9520.705965,43.52641218,63778.03275,0,0,"#N/A",0,0,7.09007683577609,8.6665791755162,5.63453149871398,3.50826464081603,6.30280799326776,3.83773968408627,0.00260122787138641,5.31503271427363,2.01414838974672,15.5408802112433,2.43913823133242
"Curacao",35,0.2,0.531368931324057,0.0898177426278144,68,0.0294117647058824,0.170213933457599,0.0206414713705158,1.91692261218206,0.694217985701743,"sharks",6,1987,"continuous","medium",12.04205761,-68.79161392,"24/10/2016",29.83287671,"Western Atlantic","Dutch Caribbean","Curacao",110,2016,"Heithaus",33.4,9.318584071,2.366230556,0.228425169,8.37962963,29.37037037,0,27.03703704,31.9537037,1066763.572,1166106.434,0.093129473,35.41666667,"Restricted","Size","Limited","Hook & Line; Gillnet; Trawl; Trap; Seine",0.228926179,1066946.681,1166313.409,0.093135994,579.5310915,737.08853686,609.1429559,81.75150218,"FP_2016_DC_01","Ineffective",19,"Dutch Caribbean",182,"DC",NA,NA,NA,"",0,"Curacao",NA,-999,"Netherlands",2015,0.924,"Aruba",2016,1.269066691,2016,0.896265566,2016,1.347679496,2016,1.289892197,2016,1.292231202,"Aruba",2011,25324.72036,"Aruba",2016,104822,"Aruba (Netherlands)","2009-2014",2081.095331,781.7485615,5409889.288,646.4931631,2170875.727,642.7254976,1595355.711,1.005563083,14.57534413,8.982630844,12228.19645,0,0,"#N/A",1,0,1.79175946922805,10.1395362870026,5.46194806914163,5.77927331071996,5.9511903573991,6.36221931362703,4.40368418489906,6.60270801639883,0.00554766620395005,13.9691809230303,1.91692261218206
"Dutch Reserve",17,0.470588235294118,0.799816155346303,0.193983911151072,52,0.192307692307692,0.486623482040275,0.0674825352438862,0.894886823211001,0.293059129901961,"sharks",31,2011,">20km to next reef","medium",17.98310463,-63.05164074,"16/03/2015",4.205479452,"Western Atlantic","Dutch Caribbean","Saba",110,2015,"Heithaus",28.9,9.213333333,1.538881944,0.145184735,0,40.80555556,3.888888889,5.652777778,13.61111111,266267.853,284685.9319,0.069438034,5.652777778,"Closed","Area","Limited","Hook & Line; Trap",0.145184735,266267.853,284685.9319,0.069438034,1.366521069,147.28448276,1.902514897,4.865432027,"L_2015_DC_01","None",19,"Dutch Caribbean",182,"DC",NA,NA,NA,"",0,"Curacao",NA,-999,"Netherlands",2015,0.924,"Aruba",2016,1.269066691,2016,0.896265566,2016,1.347679496,2016,1.289892197,2016,1.292231202,"Aruba",2011,25324.72036,"Aruba",2016,104822,"Aruba (Netherlands)","2009-2014",2081.095331,781.7485615,5409889.288,646.4931631,2170875.727,642.7254976,1595355.711,1.005563083,14.57534413,8.982630844,12228.19645,0,0,"#N/A",1,0,3.43398720448515,10.1395362870026,2.05072656685381,5.37587202228625,2.37755710299458,0.31226814448886,1.58215551477846,4.99236597345239,0.00554766620395005,12.5591418582763,0.894886823211001
"East Coast",14,5,3.08843998459765,0.825420305855557,22,4.31818181818182,2.71479831113287,0.578796944694529,0.146603474191875,0.0452187148032023,"sharks",226.7,2004,"<20km to next reef","high",-31.55057635,159.1752656,"22/04/2013",9.312328767,"Pacific","Australia-Pacific","Lord Howe",73,2013,"Heupel",32.76862745,9.882352941,1.53457451,0.174988779,1.529411765,15.15686275,13.03921569,2.529411765,65.49019608,499.7960972,499.9230837,0.000254077,4.058823529,"Restricted","Gear; Bag; Species","Moderate","Hook & Line",0.175003182,499.7960972,499.9230837,0.000254077,1.107033873,0.03448276,0,1.024079049,"HE_2013_AU-P_01","Effective",5,"Australia-Pacific",12880,"AU-P",74.12,97.95,58.23,"Australia-Pacific",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,5.42362755751348,10.8148725806984,3.05161084789657,5.72438882763916,2.01465221043236,0.101684252174352,0.0237937199268984,-3.36729578998647,6.92890972255499,6.21445425398874,0.146603474191875
"Easter",10,0.31,0.483045891539648,0.152752523165195,19,0.01,0.1,0.01,3.43398720448515,5.50596053087975,"sharks",22.29,1994,"continuous","high",-28.678561,113.850566,"17/05/2015",21.38630137,"Indian Ocean","Australia-Indian Ocean","Abrolhos",85,2015,"Harvey",14.7375,4.945945946,2.392408108,0.332954546,41.75675676,6.459459459,17.83783784,0.594594595,24.97297297,66285.40138,66292.07607,0.000100696,42.35135135,"Restricted","Size; Bag; Entrants; Species; Gear","Extensive","Hook & Line",0.332954546,66285.40138,66292.07607,0.000100696,4.35318646,3.45948276,3.418987591,1.000975402,"LH_2015_AU-I_01","Effective",4,"Australia-Indian Ocean",12880,"AU-I",74.12,97.95,58.23,"Australia-Indian Ocean",1,"Australia",2014,35.8,"Australia",2015,0.939,"Australia",2016,1.300534725,2016,1.584797382,2016,1.897101283,2016,1.752019286,2016,1.770847321,"Australia",2016,49755.31548,"Australia",2016,24127159,"Australia","2009-2014",183231.9823,135948.0497,1082049379,45450.05135,270803344.8,17583.85811,64038265.4,1021.379785,1563714.648,9143.549442,29618098.6,1204.394097,3035073.124,"66347.90523",0,0,3.10413814739778,10.8148725806984,4.62453255691859,3.83894516762092,6.50779158778153,1.47090809647933,0.000974926604578417,1.24111908656521,6.92890972255499,11.1018256527417,3.43398720448515
"Exuma Cays",29,1.86206896551724,1.74691846917108,0.324394615900462,64,1.890625,1.40426999054641,0.175533748818301,-0.0152192456592689,0.0389698577047271,"sharks",455.8,1986,"continuous","high",24.43019798,-76.64792289,"6/01/2015",29.03287671,"Western Atlantic","Bahamas","Exuma Cays",3,2015,"Chapman",13.62176871,9.340136054,0.847670748,0.406262157,0,55.79591837,2.761904762,20.14965986,18.03401361,274617.5211,296830.3365,0.109896802,20.14965986,"Closed","Area; Gear; Species","Moderate","Hook & Line",0.426857317,256105.6196,276983.9793,0.115406819,4.761792041,9.464590287,5.416338197,1.005847995,"FP_2015_BS_01","Effective",6,"Bahamas",3542,"BS",54.99,73.68,42.52,"Bahamas",0,"Bhamas, The",NA,-999,"Bahamas",2015,0.792,"Bahamas, The",2016,0.940302491,2016,0.717308939,2016,0.257599503,2016,0.229195848,2016,1.134529352,"Bahamas, The",2016,28785.47767,"Bahamas, The",2016,391232,"Bahamas","2009-2014",22395.47123,13990.31702,130562982.5,12757.0943,112422331.1,1285.714685,1884857.728,1,0,153.1136563,127228.8611,0,0,"75.32366572",1,1,6.12205411681158,10.267626291379,5.38821646836873,3.69076803795633,4.48883725033555,1.5606240765945,0.00583096185149012,2.24755749656114,0,12.6009159969793,-0.0152192456592689
"Fernando",31,1.45161290322581,1.70955568647567,0.307045265401053,24,0.625,0.875388112682647,0.178687850247539,0.842678914530909,0.126479871175523,"sharks",112.7,1988,"continuous","high",-3.835548906,-32.42236304,"21/07/2017",29.57260274,"Western Atlantic","Brazil","Fernando",75,2017,"Chapman",17.97125,7.87804878,2.032653659,0.116371818,0.682926829,42.92682927,5.073170732,0,51.17073171,3761.071986,4257.593212,0.132015879,0,"Restricted","Species; Gear","Moderate","Hook & Line",0.116371818,3761.071986,4257.593212,0.132015879,1.612382124,26.03448276,0.984994237,2.406659762,"FP_2015_BS_02","Effective",10,"Brazil",7491,"BR",60.7,67.44,56.21,"Brazil",1,"Brazil",2018,53.3,"Brazil",2015,0.754,"Brazil",2016,0.46903652,2016,-0.175861731,2016,-0.20738399,2016,-0.08087071,2016,-0.443444788,"Brazil",2016,8649.948492,"Brazil",2016,207652865,"Brazil (mainland), Fernando de Noronha (Brazil), Trindade & Martim Vaz Isl. (Brazil), St Paul and St. Peter Archipelago (Brazil)","2009-2014",889528.7905,539584.6563,2322749048,142139.9832,565454652.2,40052.56601,112772900.8,375.0858229,616004.2956,87841.47616,206236483.4,0,0,"#N/A",0,0,4.72472942104573,9.06530864522611,5.43806976233295,4.23925111310948,0,0.477712665620404,0.878239795257441,3.25942191931553,5.92715486085238,8.35645930589671,0.842678914530909
"Gili Matra",40,0.25,0.493548116792825,0.0780368091976062,108,0.0833333333333333,0.277673916200852,0.0267191850442499,1.09861228866811,0.200239635753654,"sharks",3,2007,"<20km to next reef","low",-8.342193976,116.0305355,"8/09/2016",9.693150685,"Coral Triangle","Indonesia","Gili Matra",93,2016,"Heithaus",8.382352941,7.586666667,0.901792,0.188713957,23.24,18.16,0,2.32,55.93333333,507679.2129,594072.6921,0.340410759,25.56,"Restricted","Gear","Limited","Spear; Hook & Line; Seine; Trap",0.185781969,440088.4207,520035.0799,0.341946984,48.73145179,282.52454896,57.30594494,1.726227255,"FP_2017_ID_03","Ineffective",30,"Indonesia",54720,"ID",46.92,45.44,47.9,"Indonesia",1,"Indonesia",2017,38.1,"Indonesia",2015,0.689,"Indonesia",2016,0.143167585,2016,0.013530596,2016,-0.122334793,2016,-0.355571955,2016,-0.387860954,"Indonesia",2016,3570.294888,"Indonesia",2016,261115456,"Indonesia (Central), Indonesia (Indian Ocean), Indonesia (Eastern)","2009-2014",7664573.248,5405965.174,12357556376,2055634.187,4366992910,680641.2903,1138995519,1847.354773,2220614.679,75195.53943,113834825.3,791.3664766,2514631.406,"#N/A",0,0,1.09861228866811,8.18040347304303,3.11338251504694,2.89522934169299,5.05568986390582,3.88632464894189,0.545938249695111,5.64376544578445,7.52151004242547,13.29475696813,1.09861228866811
"Glover's Reef",35,1.46714285714286,1.12047408933627,0.189394688783122,40,0.01,0.1,0.01,4.98848706087325,2.51666444232427,"sharks",70,1993,"continuous","high",16.8561169,-87.95984042,"12/06/2013",20.45753425,"Western Atlantic","Belize","Belize",1,2013,"Chapman",12.06170455,7.43902439,1.8213,0.396181155,0.170731707,30.97560976,0.804878049,43.34146341,24,461899.783,534450.717,0.156557733,43.51219512,"Restricted","Temporal; Entrants; Species","Moderate","Hook & Line; Drumline; Longline; Seine; Gillnet; Spear; Trap",0.395790667,458153.4608,529437.8631,0.155105671,4.229416297,78.51448276,22.17080582,1.004715879,"LC_2013_BZ_01","Effective",8,"Belize",386,"BZ",57.79,65.09,52.93,"Belize",0,"Belize",1999,53.3,"Belize",2015,0.706,"Belize",2016,0.669242859,2016,-0.676089704,2016,-0.51242882,2016,-0.86176306,2016,-0.24498421,"Belize",2016,4744.736397,"Belize",2016,366954,"Belize","2009-2014",7728.410136,4666.049394,12594139.11,2746.67807,8934483.472,1.001695353,1192.01747,430.5054577,233838.1408,1666.799394,1109651.277,0,0,"7242.997333",1,0,4.24849524204936,8.4647911556547,4.52300058036698,3.4729964799867,6.59637742401085,1.44206399228356,0.00470479407906445,4.36328310152944,6.06496000137163,13.1889948012673,4.98848706087325
